,price_per_sqft,city,county,state,streetAddress,bedrooms,bathrooms,price,livingAreaValue,lotSize_sqft,yearBuilt,zipcode,rentZestimate,zestimate,propertyTaxRate,neighborhoodRegion_name,agentName,agent_businessName,architecture_style,year_built,agency_compensation%
569,644.0,San Jose,Santa Clara County,CA,919 Macduff Ct,4.0,3.0,1798000,2792.0,10193.0,1978,95127,5499,1825989,0.77,East San Jose,Dominique Van Ryckeghem,Compass,Ranch,1978,
570,1167.0,San Francisco,San Francisco County,CA,926 Douglass St,3.0,2.0,1495000,1281.0,1625.0,1950,94114,5429,1593127,0.67,Upper Market,Danielle H. Lazier,Vivre Real Estate,,1950,2.5
571,1075.0,San Francisco,San Francisco County,CA,926 Goettingen St,2.0,1.0,899000,836.0,1751.0,1952,94134,2595,972000,0.67,Portola,Dennis Sanchez,Berri Real Estate,Contemporary,1952,2.5
573,512.0,San Francisco,San Francisco County,CA,936-940 Pacific Ave,4.0,3.0,1998000,3900.0,1751.0,1923,94133,3994,2058680,0.67,Russian Hill,David  Anderson,The Source Real Estate Company,Edwardian,1923,2.5
574,919.2081850533808,San Francisco,San Francisco County,CA,939-941 Oak St,3.0,0.0,1388000,0.0,3438.0,1890,94117,4550,1497400,0.67,Lower Haight,Victoria Gangi,Corcoran Global Living,,1890,2.5%
575,989.0,San Francisco,San Francisco County,CA,949 Fell St APT 3,3.0,3.0,1175000,1188.0,7562.0,1909,94117,6695,,0.67,Lower Haight,Tim A. Brown,KW Advisors,,1909,2.5
576,1124.0,San Francisco,San Francisco County,CA,954 Teresita Blvd,3.0,2.0,1500000,1335.0,2500.0,1937,94127,4966,1602100,0.67,Miraloma Park,Steve Gallagher,Coldwell Banker Realty,Traditional,1937,2.5
577,919.2081850533808,San Francisco,San Francisco County,CA,964 Potrero Ave,1.0,1.0,725000,0.0,2500.0,1906,94110,3695,745500,0.67,Mission,Drew N. Wilkerson,Vanguard Properties,Victorian,1906,2.5
578,714.0,San Jose,Santa Clara County,CA,974 Lake Isabella Way,2.0,2.0,714999,1002.0,8884.478927203065,1988,95123,2999,715000,0.77,Almaden Valley,Jace Hider,Intero Real Estate Services,,1988,
579,919.2081850533808,San Francisco,San Francisco County,CA,987 14th St,1.0,1.0,825000,0.0,1481.0,0,94114,,,0.67,Duboce Triangle,Michael H. Shaw,Vanguard Properties,Edwardian,0,2.5
580,755.0,San Jose,Santa Clara County,CA,988 Silicon Dr,2.0,2.0,749999,994.0,1149.0,1985,95126,3049,756436,0.77,Downtown,Anna Maria Valenzuela,KW Bay Area Estates,Unknown,1985,
581,1576.0,San Francisco,San Francisco County,CA,999 Green St APT 1704,2.0,2.0,2649000,1681.0,14265.0,1964,94133,6499,2653800,0.67,Russian Hill,Mary Lou Castellanos,Sotheby's International Realty,Contemporary,1964,2.5
