,price_per_sqft,city,county,state,streetAddress,bedrooms,bathrooms,price,livingAreaValue,lotSize_sqft,yearBuilt,zipcode,rentZestimate,zestimate,propertyTaxRate,neighborhoodRegion_name,agentName,agent_businessName,architecture_style,year_built,agency_compensation%
440,1355.0,San Jose,Santa Clara County,CA,5167 Redstone Dr,3.0,2.0,1578000,1165.0,6738.0,1958,95124,4099,1512700,0.77,Cambrian Park,Ed Lafosse,Lafosse Asset Management,,1958,
441,709.0,San Francisco,San Francisco County,CA,52 Innes Ct APT 403,3.0,2.0,999000,1409.0,0.0,2018,94124,4500,1018100,0.67,Hunters Point,Bernadette Troncales Weir,Catalina Realty Investments,Contemporary,2018,2.5
442,185.0,San Jose,Santa Clara County,CA,520 Florentine Dr #520,3.0,2.0,325000,1760.0,8884.478927203065,1977,95123,,,0.77,Blossom Valley,Kathleen Peterson,,,1977,
443,944.0,San Francisco,San Francisco County,CA,520 Natoma St APT 2,1.0,1.0,425000,450.0,2475.0,1911,94103,2741,,0.67,South of Market,Roger Heffner,Vanguard Properties,,1911,2.5
444,919.2081850533808,San Francisco,San Francisco County,CA,521 Lake St,3.0,3.0,3850000,0.0,2500.0,1905,94118,,,0.67,Lake,Maria Marchetti,Sotheby's International Realty,Traditional,1905,2.5
445,1055.0,San Francisco,San Francisco County,CA,525 Gough St APT 403,3.0,2.0,1449000,1374.0,12787.0,2005,94102,5495,1466422,0.67,Hayes Valley,Laura A O'malley,Berkshire Hathaway,Modern/High Tech,2005,2.5
446,996.0,San Francisco,San Francisco County,CA,528 Hearst Ave,2.0,1.0,1295000,1300.0,3001.0,1923,94112,4650,1380000,0.67,Sunnyside,James S. McInerney,McInerney Real Estate,Traditional,1923,"2,5"
447,954.0,Fremont,Alameda County,CA,5322 Tallman Ct,4.0,2.0,1559950,1635.0,11626.0,1963,94536,3999,1568200,0.81,Glenmoor,Ernie Boehm,Boehm & Associates,Traditional,1963,2.5
448,996.0,Fremont,Alameda County,CA,5349 Audubon Park Ct,4.0,3.0,1575000,1581.0,8955.0,1963,94538,3925,1575002,0.81,Blacow,Scott Perry,KW Bay Area Estates,,1963,
449,1029.0,San Francisco,San Francisco County,CA,535 Head St,3.0,1.0,1249000,1214.0,2495.0,1945,94132,3499,1061000,0.67,Ingleside Heights,Hugh D. Groocock,Corcoran Global Living,,1945,2.5
450,905.0,San Jose,Santa Clara County,CA,5361 Garwood Dr,4.0,4.0,1999888,2211.0,6494.0,1964,95118,4200,2030492,0.77,Cambrian Park,Tracy Webb,Coldwell Banker Realty,Ranch,1964,
451,886.0,San Jose,Santa Clara County,CA,539 Jackie Dr,4.0,2.0,1099950,1241.0,5231.0,1960,95111,3850,1112620,0.77,Fairgrounds,Steven Than,VS Realty & Loans Inc,Contemporary,1960,
452,1071.0,Fremont,Alameda County,CA,544 Alcalde Way,4.0,3.0,2999000,2801.0,12196.0,1979,94539,7545,2896761,0.81,Mission San Jose,Sameer Singh,Keller Williams - Palo Alto,Contemporary,1979,2.5
453,195.0,San Jose,Santa Clara County,CA,5450 Monterey Hwy SPC 5,3.0,2.0,299000,1536.0,8884.478927203065,1975,95111,3860,345300,0.77,Edenvale - Seven Trees,Hai Nguyen,,,1975,
454,564.0,San Jose,Santa Clara County,CA,5461 Tyhurst Walkway APT 3,2.0,1.0,509000,903.0,1742.0,1970,95123,2594,537400,0.77,Blossom Valley,Charo Bhatt,Coldwell Banker Realty,Bungalow,1970,3
455,928.0,San Francisco,San Francisco County,CA,551 11th Ave,4.0,3.0,1995000,2150.0,2996.0,1914,94118,,,0.67,Inner Richmond,Daria Saraf,Sotheby's International Realty,,1914,2.5
456,898.0,San Jose,Santa Clara County,CA,5512 Manderston Dr,4.0,3.0,1880000,2094.0,6412.0,1998,95138,4099,1886445,0.77,Evergreen,Vivian Lee,Homeland Realty,,1998,
457,1027.0,San Francisco,San Francisco County,CA,555 4th St UNIT 649,1.0,1.0,649000,632.0,63236.0,2006,94107,3099,613200,0.67,South of Market,Kathy Chan,Parc Bay Real Estate,Contemporary,2006,2.5
458,592.0,San Jose,Santa Clara County,CA,5558 Judith St APT 1,2.0,1.0,535000,903.0,8884.478927203065,1970,95123,2499,546100,0.77,Blossom Valley,Leslie Arauz,Valley Real Estate Services,,1970,
459,752.0,San Francisco,San Francisco County,CA,556 Arch St,3.0,2.0,1398000,1858.0,2495.0,1927,94132,3833,1318800,0.67,Ingleside,Mary C. Kern,Corcoran Global Living,Marina,1927,2.5
460,766.0,San Francisco,San Francisco County,CA,56 Stratford Dr,4.0,2.0,1499000,1957.0,3602.0,1941,94132,6994,1678900,0.67,Stonestown,Jin Chen,Coldwell Banker Realty,,1941,2.5%
461,919.2081850533808,San Francisco,San Francisco County,CA,561 Sanchez St,3.0,3.0,3500000,0.0,2748.0,0,94114,4500,3655221,0.67,Dolores Heights,Frank A. Nolan,Vanguard Properties,"Tudor,Modern/High Tech",0,3.0
462,950.0,San Francisco,San Francisco County,CA,563 28th St,1.0,1.0,998000,1050.0,2814.0,0,94131,2999,1111100,0.67,Noe Valley,Joost A. Van de Water,Corcoran Global Living,"Cottage,Apartment,Spanish,Other",0,2.5
463,632.0,San Jose,Santa Clara County,CA,566 Elk Ridge Way,2.0,2.0,674000,1067.0,8884.478927203065,1988,95136,2996,691400,0.77,Fairgrounds,Cristina Gonzalez,Compass,,1988,
464,877.0,San Jose,Santa Clara County,CA,5698 Makati Cir APT F,1.0,1.0,476000,543.0,8884.478927203065,1982,95123,2225,435600,0.77,Blossom Valley,Girma Bizuneh,Real Estate eBroker Inc,,1982,
465,869.0,San Francisco,San Francisco County,CA,57 Whittier St,2.0,2.0,998000,1148.0,2609.0,1927,94112,3800,,0.67,Crocker Amazon,Deanna Cotter,Coldwell Banker Realty,Marina,1927,2.5
466,758.0,San Jose,Santa Clara County,CA,573 Richmond Ave,3.0,2.0,988000,1303.0,6115.0,1949,95128,3999,1124500,0.77,Rose Garden,Carlos Armas,Realty One Group Infinity,,1949,
467,1265.0,San Francisco,San Francisco County,CA,574 Natoma St APT 403,1.0,1.0,515000,407.0,1816.0,2012,94103,2394,509800,0.67,South of Market,Winifred Helen Watson,Vanguard Properties,,2012,2.5
468,811.0,San Jose,Santa Clara County,CA,5798 Ribchester Ct,4.0,3.0,1288000,1589.0,7605.0,1972,95123,4664,1314694,0.77,Blossom Valley,Moise Nahouraii,Intero Real Estate Services,Ranch,1972,
469,923.0,San Jose,Santa Clara County,CA,582 Crystalberry Trl,4.0,3.0,1298988,1408.0,8884.478927203065,1972,95129,3699,1340200,0.77,West San Jose,Lakshmi Sathyanarayana,Compass,,1972,
470,937.0,Santa Clara,Santa Clara County,CA,588 Saratoga Ave,3.0,2.0,1588000,1694.0,7200.0,1947,95050,4650,1647900,0.77,,Sean Crosier,HomePie.com,None,1947,2.5
471,700.0,San Jose,Santa Clara County,CA,5880 Smoky Quartz Loop,3.0,4.0,1199000,1712.0,1711.0,2014,95123,3835,1203211,0.77,Santa Teresa,William Lister,Coldwell Banker Realty,Modern / High Tech,2014,
472,767.0,San Jose,Santa Clara County,CA,5882 Pala Mesa Dr,4.0,3.0,1880000,2451.0,4756.0,2000,95123,4600,1652800,0.77,Blossom Valley,Jia Li,"Gemstone Estate, Inc.",,2000,
473,1163.0,San Jose,Santa Clara County,CA,590 Chapman St,3.0,1.0,1199888,1032.0,5013.0,1946,95126,3499,1208700,0.77,Downtown,Robert Garcia,Redfin,,1946,
474,855.0,Fremont,Alameda County,CA,598 Ginkgo Ter,4.0,4.0,1748000,2045.0,14374.0,2009,94539,4500,1700800,0.81,East Industrial,Faridoon Lodin,Alliance Bay Realty,Contemporary,2009,2.5
475,678.0,San Francisco,San Francisco County,CA,601 Van Ness Ave APT 10,2.0,3.0,990000,1461.0,105807.0,1982,94102,,,0.67,Cathedral Hill,Daniel P. Langford,Corcoran Global Living,,1982,2.5
476,730.0,San Francisco,San Francisco County,CA,601 Van Ness Ave APT 141,1.0,2.0,649000,889.0,105807.0,1982,94102,,,0.67,Cathedral Hill,Daniel P. Langford,Corcoran Global Living,,1982,2.5
477,923.0,San Francisco,San Francisco County,CA,601 Van Ness Ave APT 311,1.0,1.0,515000,558.0,8884.478927203065,1982,94102,2600,505200,0.67,Cathedral Hill,Jessica Dong,RE/MAX-Accord,,1982,
478,831.0,San Francisco,San Francisco County,CA,601 Van Ness Ave APT 623,1.0,1.0,599000,721.0,105807.0,1982,94102,3494,592200,0.67,Cathedral Hill,Daniel P. Langford,Corcoran Global Living,,1982,2.5
479,877.0,San Francisco,San Francisco County,CA,601 Van Ness Ave APT 729,1.0,1.0,619000,706.0,105807.0,1982,94102,,,0.67,Cathedral Hill,Daniel P. Langford,Corcoran Global Living,,1982,2.5
480,714.0,San Jose,Santa Clara County,CA,6028 Cahalan Ave,3.0,2.0,1125000,1576.0,6037.0,1967,95123,4012,1147400,0.77,Blossom Valley,Joseph Rubino,Coldwell Banker Realty,,1967,
481,500.0,San Francisco,San Francisco County,CA,603-609 Peralta Ave,4.0,0.0,1750000,3500.0,3568.0,1959,94110,,,0.67,Bernal Heights,Payam J. Nejad,Colliers International,,1959,2.5
482,1329.0,San Francisco,San Francisco County,CA,609 San Bruno Ave,4.0,4.0,3995000,3005.0,2495.0,1906,94107,4429,1388900,0.67,Potrero Hill,Derek M. Jackson,Vanguard Properties,,1906,2.5
483,929.0,San Jose,Santa Clara County,CA,6094 Jacques Dr,4.0,2.0,1299999,1400.0,7061.0,1970,95123,3997,1333800,0.77,Blossom Valley,Chris Mosher,"Chris Mosher, Broker",,1970,
484,1008.0,Santa Clara,Santa Clara County,CA,611 Kiely Blvd,4.0,3.0,1799000,1785.0,8276.0,1955,95051,5000,1842800,0.77,,Bret Fouche,Keller Williams Tri-Valley,Mid Century Modern,1955,2.5
485,674.0,San Jose,Santa Clara County,CA,612 Coco Ct,3.0,3.0,1159000,1720.0,8884.478927203065,2019,95133,3850,1178486,0.77,Alum Rock-East Foothills,Cindy Lin,"Cindy Lin, Broker",,2019,
486,1411.0,San Francisco,San Francisco County,CA,616 20th St UNIT 530,2.0,1.0,1050000,744.0,5497.0,2013,94107,3661,1040900,0.67,Dogpatch,Jeannie Gant,Gant Properties,Modern/High Tech,2013,2.5
487,581.0,San Jose,Santa Clara County,CA,6197 Gerdts Dr,2.0,2.0,695000,1197.0,43.0,1974,95135,2799,686066,0.77,Evergreen,Judith McAlister,Intero Real Estate Services,,1974,
488,508.0,San Jose,Santa Clara County,CA,6242 Gerdts Dr,2.0,2.0,775000,1526.0,8884.478927203065,1974,95135,3549,758400,0.77,Evergreen,Lisa Gault,The William Jefferies Company,,1974,
489,642.0,San Jose,Santa Clara County,CA,628 Coyote Rd,3.0,1.0,899000,1400.0,5040.0,1958,95111,3566,908500,0.77,Edenvale - Seven Trees,Lorena Chavez,PMZ Real Estate,Other,1958,2.5
490,1578.0,San Jose,Santa Clara County,CA,6376 Bollinger Rd,3.0,2.0,1788000,1133.0,6634.0,1959,95129,4150,1879700,0.77,West San Jose,Andrew Meunier,Coldwell Banker Realty,,1959,
491,1109.0,San Francisco,San Francisco County,CA,64 Rosemont Pl,2.0,2.0,1595000,1438.0,2754.0,1928,94103,5899,1681800,0.67,Mission Dolores,Alexander T. Clark,The Front Steps,"Edwardian,Apartment,Marina",1928,2.5
492,885.0,San Francisco,San Francisco County,CA,64 Waller St,2.0,2.0,1495000,1690.0,3437.0,1890,94102,,,0.67,Mint Hill,Edmond D. O'Sullivan,Elevation Real Estate,Victorian,1890,2.50
493,1252.0,San Francisco,San Francisco County,CA,640 Davis St UNIT 21,3.0,3.0,2298000,1836.0,93126.0,1983,94111,,,0.67,North Waterfront,Dean Badessa,Sotheby's International Realty,,1983,2.5
494,1098.0,San Jose,Santa Clara County,CA,641 Toyon Ave,3.0,1.0,1128000,1027.0,6359.0,1952,95127,3394,1222300,0.77,Alum Rock-East Foothills,Kim Lam,Premier Century Real Estate Services,,1952,
495,1082.0,San Francisco,San Francisco County,CA,645 Capp St,3.0,3.0,2295000,2122.0,2131.0,1879,94110,,,0.67,Mission,Osman A. Dost,Compass,Victorian,1879,2.5
496,1196.0,Santa Clara,Santa Clara County,CA,646 Bucher Ave,3.0,2.0,1815000,1518.0,5248.0,1954,95051,4200,1899226,0.77,,Mattie Baker,KW Silicon City,,1954,
497,1028.0,San Francisco,San Francisco County,CA,647 Cole St,3.0,2.0,1895000,1844.0,2119.0,1904,94117,6936,2041900,0.67,Haight,Ricky Rakesh Shankar,"Panorama Properties SFBA, Inc.",Edwardian,1904,2.5
498,942.0,Fremont,Alameda County,CA,647 Patoma Ct,4.0,3.0,1490000,1582.0,5662.0,1955,94536,3800,1446600,0.81,Canyon Heights,Rosario Rodriguez,Intero Real Estate Services,Bungalow,1955,2.5
499,1272.0,San Jose,Santa Clara County,CA,6480 Wisteria Way,6.0,3.0,2800000,2202.0,6747.0,1960,95129,5899,2853659,0.77,West San Jose,Nina Kim,Intero Real Estate Services,,1960,
500,825.0,San Francisco,San Francisco County,CA,65 Cleary Ct APT 7,3.0,2.0,1185000,1436.0,0.0,1962,94109,,,0.0,Cathedral Hill,Andrew J. Paolucci,Compass,Contemporary,1962,2.5
501,943.0,San Francisco,San Francisco County,CA,650 2nd St UNIT 502,4.0,4.0,3950000,4190.0,0.0,1996,94107,10136,2994500,0.67,South Beach,Don W. DeFranco,Sotheby's International Realty,Contemporary,1996,2.5
502,1147.0,San Francisco,San Francisco County,CA,6509 Geary Blvd APT 204,2.0,1.0,875000,763.0,5100.0,0,94121,3049,813100,0.67,Outer Richmond,Sevan L. Kevorkian,Remax Prestigious Properties,,0,2.5
503,944.0,San Jose,Santa Clara County,CA,6516 Almaden Rd,3.0,2.0,1499950,1589.0,6599.0,1965,95120,4200,1527200,0.77,Almaden Valley,Jim Myrick,KW Bay Area Estates,,1965,
504,761.0,San Francisco,San Francisco County,CA,652 Lakeview Ave,4.0,4.0,1895000,2490.0,2495.0,2013,94112,,,0.67,Ingleside,Kok-po Sam Ng,"Grand Pacific Int'l., Ltd.","Contemporary,Modern/High Tech",2013,2.5
505,768.0,San Jose,Santa Clara County,CA,654 Calpella Dr,4.0,3.0,1499999,1954.0,7440.0,1974,95136,4200,1545600,0.77,Blossom Valley,Jennifer Zhou,Alliance Bay Realty,,1974,
506,978.0,San Francisco,San Francisco County,CA,655 Corbett Ave #105,1.0,1.0,739000,756.0,17101.0,1964,94114,,,0.67,Clarendon Heights,Erik J. McIntosh,Berkshire Hathaway-Franciscan,Mid-Century,1964,2.5
507,1117.0,San Jose,Santa Clara County,CA,6577 Little Falls Dr,4.0,3.0,2368000,2120.0,10136.0,1963,95120,5249,2368300,0.77,Almaden Valley,Jeannie Frangos,Berkshire Hathaway HomeServices Drysdale Prop,Ranch,1963,
508,726.0,San Jose,Santa Clara County,CA,658 Albanese Cir,4.0,2.0,1078000,1484.0,5998.0,1977,95111,3800,1090462,0.77,Fairgrounds,Hayley Dowsing-connolly,Real Estate eBroker Inc,,1977,
509,1562.0,San Francisco,San Francisco County,CA,66 Bishop St,1.0,1.0,749888,480.0,2500.0,1922,94134,2250,811300,0.67,Visitacion Valley,Marylou Lopez,Coldwell Banker Realty,,1922,
510,953.0,San Francisco,San Francisco County,CA,66 Cleary Ct APT 1009,3.0,2.0,1050000,1102.0,65374.0,1963,94109,5340,1058074,0.67,Cathedral Hill,John Murphy,Compass,,1963,2.5
511,1055.0,San Jose,Santa Clara County,CA,6625 Hampton Dr,4.0,2.0,2025000,1920.0,11591.0,1966,95120,4800,2029800,0.77,Almaden Valley,Mark Chiavetta,Coldwell Banker Realty,,1966,
512,930.0,San Francisco,San Francisco County,CA,664 27th Ave,4.0,3.0,1999999,2150.0,2996.0,1922,94121,5994,2204100,0.67,Outer Richmond,Joel M. Starkman,HomeSmart Bay Area,Contemporary,1922,3
513,855.0,San Francisco,San Francisco County,CA,664-666 Natoma St #664,3.0,2.0,1197000,1400.0,2500.0,1857,94103,,,0.67,South of Market,Stephen C Gordy,Corcoran Global Living,Victorian,1857,2.5
514,919.2081850533808,San Francisco,San Francisco County,CA,666 Post St APT 602,1.0,1.0,579000,0.0,0.0,1926,94109,2996,567971,0.0,Lower Nob Hill,Jennet Nazzal,Compass,Art Deco,1926,2.5
515,1014.0,San Francisco,San Francisco County,CA,667 Guerrero St,2.0,1.0,1195000,1178.0,2295.0,1957,94110,,,0.67,Mission Dolores,Brandi Lynne Mayo,Compass,Mid-Century,1957,2.5
516,716.0,San Jose,Santa Clara County,CA,67 Mill Stone Ln,3.0,3.0,1270000,1773.0,3902.0,1988,95136,3850,1209600,0.77,Blossom Valley,Joseph Frederick,Coldwell Banker Realty,,1988,
517,1230.0,Santa Clara,Santa Clara County,CA,674 Cupples Ct,4.0,3.0,1925000,1565.0,5475.0,1955,95051,4600,1988400,0.77,,Shelley Canario,RE/MAX Realty Partners,,1955,
518,748.0,San Jose,Santa Clara County,CA,675 Albion Dr,4.0,2.0,1198888,1603.0,6037.0,1969,95136,4045,1234857,0.77,Blossom Valley,Sean Cooper,eXp Realty of California Inc,Ranch,1969,
519,769.0,San Francisco,San Francisco County,CA,68 Cayuga Ave,5.0,4.0,1695000,2205.0,2495.0,1900,94112,,,0.67,Mission Terrace,Edmond D. O'Sullivan,Elevation Real Estate,,1900,2.50
520,981.0,San Jose,Santa Clara County,CA,6826 Tunbridge Way,4.0,3.0,2198000,2240.0,9500.0,1972,95120,4800,2199571,0.77,Almaden Valley,Brian Chancellor,Christie's International Real Estate Sereno,,1972,
521,1214.0,San Francisco,San Francisco County,CA,688 Douglass St,5.0,5.0,3795000,3127.0,2495.0,1908,94114,9950,3988073,0.67,Upper Market,Colleen M. Cotter,Vanguard Properties,"Edwardian,Victorian",1908,2.5
522,1212.0,San Francisco,San Francisco County,CA,691 Panorama Dr,3.0,2.0,1499000,1237.0,3223.0,1957,94131,5000,1585100,0.67,Midtown Terrace,Craig Ackerman,Proof Real Estate,Mid-Century,1957,2.5
523,791.0,San Jose,Santa Clara County,CA,7085 Via Ramada,3.0,2.0,1199999,1517.0,6285.0,1968,95139,3699,1185300,0.77,Santa Teresa,Lex Orosco,BRG Realty,,1968,
524,1602.0,San Francisco,San Francisco County,CA,716 Rhode Island St,3.0,4.0,3700000,2310.0,2495.0,0,94107,,,0.67,Potrero Hill,Isabelle Grotte,Compass,Modern/High Tech,0,2.5
525,1477.0,San Francisco,San Francisco County,CA,718 Long Bridge St APT 1404,2.0,2.0,2175000,1473.0,84867.0,2016,94158,6499,2175000,0.67,Mission Bay,Jane E. Hopkins,MaxReal,Modern/High Tech,2016,2.5
526,1018.0,Fremont,Alameda County,CA,72 Montevideo Cir,4.0,3.0,2550000,2504.0,5662.0,1991,94539,6618,2476456,0.81,Mission San Jose,Kathleen Gaw,Intero Real Estate Services,Spanish,1991,2.5
527,1389.0,Santa Clara,Santa Clara County,CA,720 Baylor Dr,4.0,2.0,2400000,1728.0,8503.0,1961,95051,4749,2488900,0.77,,Katie Weaver,Realty ONE Group Complete,,1961,2.5
528,468.0,San Jose,Santa Clara County,CA,7235 Via Mimosa,2.0,2.0,849000,1815.0,8884.478927203065,1981,95135,3614,857300,0.77,Evergreen,Dee Ramirez,Keller Williams San Jose Gateway,,1981,
529,1061.0,San Francisco,San Francisco County,CA,729 Congo St,4.0,4.0,3410000,3215.0,1936.0,2013,94131,,,0.67,Glen Park,Wendy M. Storch,Sotheby's International Realty,Modern/High Tech,2013,2.5
530,995.0,San Francisco,San Francisco County,CA,731 Avalon Ave,2.0,1.0,1138000,1144.0,2495.0,1938,94112,,,0.67,Excelsior,Kirk M. Dahle,Vanguard Properties,,1938,2.5
531,753.0,San Jose,Santa Clara County,CA,732 Asbury St,3.0,1.0,750000,996.0,4156.0,1922,95126,3499,1000200,0.77,Downtown,Artemio Saldivar,TNT Real Estate Services,,1922,2
532,1108.0,San Francisco,San Francisco County,CA,733 Castro St,4.0,3.0,1999000,1804.0,2626.0,1900,94114,7570,2072422,0.67,Eureka Valley,Craig Ackerman,Proof Real Estate,Victorian,1900,2.5
533,1040.0,San Francisco,San Francisco County,CA,74 New Montgomery St UNIT 412,1.0,1.0,865000,832.0,17865.0,1914,94105,3850,865000,0.67,South of Market,Michael L. Bellings,Compass,Contemporary,1914,2.5
534,966.0,San Francisco,San Francisco County,CA,75 Wood St,4.0,2.0,1495000,1548.0,1543.0,1870,94118,,,0.67,Laurel Heights,Paul Barbagelata,BarbCo,Victorian,1870,2.5
535,919.2081850533808,San Francisco,San Francisco County,CA,751 Madrid St,2.0,3.0,1199000,0.0,2495.0,1931,94112,4500,1270900,0.67,Excelsior,Grace Ieong,Coldwell Banker Realty,,1931,2.5
536,698.0,San Francisco,San Francisco County,CA,754 Oak St,4.0,3.0,1795000,2570.0,4883.0,1900,94117,,,0.67,Lower Haight,Missy Wyant Smit,Compass,,1900,2.5
537,993.0,San Francisco,San Francisco County,CA,761 39th Ave,4.0,4.0,1995000,2010.0,2996.0,1924,94121,5994,2214500,0.67,Outer Richmond,Shu Pu,Century 21 Real Estate Allianc,,1924,2.5
538,773.0,Santa Clara,Santa Clara County,CA,763 Valley Way,3.0,3.0,1998000,2584.0,8960.0,1960,95051,5969,2094600,0.77,,Jordan Mott,Intero Real Estate Services,,1960,
539,1730.0,San Francisco,San Francisco County,CA,765 Market St APT 23F,3.0,4.0,4750000,2745.0,60152.0,2001,94103,,,0.67,South of Market,Gregg Lynn,Sotheby's International Realty,Modern/High Tech,2001,2.5
540,1107.0,San Francisco,San Francisco County,CA,8 Buchanan St UNIT 808,2.0,2.0,1095000,989.0,0.0,2014,94102,4749,1095005,0.67,Mint Hill,Tanya S. Dzhibrailova,"NHB Real Estate, Inc.",Contemporary,2014,2.5
541,880.0,San Francisco,San Francisco County,CA,8 Delano Ave,2.0,1.0,1299000,1476.0,3140.0,1950,94112,3499,1403300,0.67,Mission Terrace,Eva Stoyanov,Compass,,1950,2.5
542,535.0,San Francisco,San Francisco County,CA,8 Knott Ct,4.0,3.0,1200000,2243.0,3049.0,1979,94112,5000,1262800,0.67,Crocker Amazon,Ginger Faith,Golden Canyon Properties,Contemporary,1979,2.5
543,987.0,San Francisco,San Francisco County,CA,80 Teresita Blvd,3.0,2.0,1995000,2022.0,5318.0,1937,94127,6497,2087400,0.67,Miraloma Park,Ly Ly,Compass,,1937,2.5
544,858.0,San Francisco,San Francisco County,CA,802 Shotwell St,2.0,2.0,1395000,1625.0,2841.0,1904,94110,5279,1461800,0.67,Mission,Natalie Kitchen,Compass,Victorian,1904,2.5
545,801.0,San Francisco,San Francisco County,CA,806 47th Ave #806,3.0,3.0,1448000,1808.0,4749.0,1878,94121,,,0.67,Outer Richmond,Elisabeth Scheidl,Coldwell Banker Realty,Victorian,1878,2.5
546,1334.0,San Jose,Santa Clara County,CA,810 Goodwin Ave,3.0,2.0,1498000,1123.0,5762.0,1954,95128,3800,1520900,0.77,Willow Glen,Kevin Swartz,Atria Real Estate,Eichler,1954,
547,664.0,San Jose,Santa Clara County,CA,811 Modern Ice Dr,2.0,3.0,855000,1288.0,8884.478927203065,2009,95112,3300,849530,0.77,Downtown,Chloe Zhu,BQ Group Inc,,2009,
548,920.0,San Francisco,San Francisco County,CA,822 28th Ave,5.0,3.0,1998000,2171.0,2996.0,1936,94121,5999,1756800,0.67,Outer Richmond,Suki Tsang,Chance Real Estate,,1936,2.5
549,954.0,San Francisco,San Francisco County,CA,83 McAllister St APT 107,0.0,1.0,395000,414.0,0.0,2007,94102,2250,394900,0.67,Civic Center,Franck Costa,Vanguard Properties,,2007,2.5
550,759.0,San Jose,Santa Clara County,CA,830 N 11th St,3.0,2.0,1048000,1381.0,5384.0,1956,95112,3766,1058691,0.77,Downtown,Katie Duus,Christie's International Real Estate Sereno,,1956,
551,957.0,San Francisco,San Francisco County,CA,8300 Geary Blvd,2.0,1.0,1388000,1450.0,2082.0,1941,94121,,,0.67,Sutro Heights,Hon Lai Wong,LUX Realty Group,Contemporary,1941,2.5
552,442.0,San Francisco,San Francisco County,CA,835 Broadway St,6.0,3.0,2750000,6216.0,1877.0,1909,94133,,,0.67,Russian Hill,Matthew C. Sheridan,"Maven Commercial, Inc.",,1909,2.5
553,400.0,San Francisco,San Francisco County,CA,835 Diamond St,3.0,3.0,1200000,3000.0,2000.0,0,94114,8950,,0.67,Noe Valley,Victor Quan,"Bay Realty Investments, Inc.",Victorian,0,2.5
554,703.0,San Jose,Santa Clara County,CA,848 Cape Flattery Pl,4.0,2.0,1549888,2206.0,6609.0,0,95133,4490,1575946,0.77,North Valley,Randy Aquino,Fifty Hills Real Estate,Ranch,0,2
555,750.0,San Francisco,San Francisco County,CA,851 Van Ness Ave UNIT 400,2.0,2.0,935000,1247.0,13169.0,2002,94109,5695,949713,0.67,Cathedral Hill,Suki Tsang,Chance Real Estate,Modern/High Tech,2002,2.5
556,740.0,San Jose,Santa Clara County,CA,855 Hummingbird Dr,4.0,3.0,1488000,2011.0,7592.0,1956,95125,4600,1503149,0.77,Willow Glen,Amy A. McCafferty,Golden Gate Sotheby's International Realty,Ranch,1956,
557,852.0,San Francisco,San Francisco County,CA,860 Brussels St,2.0,2.0,959000,1125.0,3001.0,1929,94134,3998,,0.67,Portola,Jeffrey A. Salgado,Compass,,1929,2.5
558,1070.0,Santa Clara,Santa Clara County,CA,865 Fremont St,3.0,3.0,1988888,1858.0,10040.0,1926,95050,3949,2028700,0.77,,Jay Mehta,Keller Williams Realty - Cupertino,,1926,
559,808.0,San Francisco,San Francisco County,CA,865 Hayes St #B,2.0,1.0,970000,1201.0,0.0,1900,94117,4395,,0.67,Hayes Valley,Hugh D. Groocock,Corcoran Global Living,Victorian,1900,2.5
560,959.0,Fremont,Alameda County,CA,87 Burnham Pl,4.0,3.0,1499950,1564.0,6534.0,1980,94539,3884,1492444,0.81,Kimber-Gomes,Dhevin Tran,"Dhevin Tran, Broker",Contemporary,1980,2.500
561,866.0,San Francisco,San Francisco County,CA,875 La Playa St APT 379,1.0,1.0,925000,1068.0,23066.0,1983,94121,2499,775100,0.67,Outer Richmond,Dennis Magliocco,"eXp Realty of California, Inc",,1983,2
562,564.0,San Jose,Santa Clara County,CA,876 Catkin Ct,2.0,2.0,519888,922.0,923.0,1988,95128,2999,519888,0.77,,Eugene Korsunsky,Intempus Realty,,1988,
563,795.0,San Jose,Santa Clara County,CA,88 Bush St UNIT 3155,2.0,2.0,950000,1195.0,474.0,2008,95126,3399,957037,0.77,Downtown,Sondra Weber,Compass,Modern / High Tech,2008,
564,707.0,San Jose,Santa Clara County,CA,88 E San Fernando St UNIT 1010,1.0,1.0,628888,889.0,8884.478927203065,2008,95113,2879,631310,0.77,Downtown,Alfredo Melendez Zuniga,Kollab Real Estate,,2008,
565,955.0,San Jose,Santa Clara County,CA,88 E San Fernando St UNIT 1805,2.0,2.0,1050000,1100.0,8884.478927203065,2008,95113,3399,1050000,0.77,Downtown,Christina Khosrowabadi,Redefine Real Estate,,2008,
566,780.0,San Jose,Santa Clara County,CA,88 E San Fernando St UNIT 606,0.0,1.0,525000,673.0,8884.478927203065,2008,95113,2499,525477,0.77,Downtown,Tony Sum,Upswing Real Estate,"Luxury,Modern / High Tech",2008,
567,872.0,San Jose,Santa Clara County,CA,895 Boulder Dr,4.0,2.0,1448888,1661.0,13695.0,1965,95132,4500,1353900,0.77,Berryessa,Jill Ballard GRI,Intero Real Estate Services,Ranch,1965,
568,367.0,San Jose,Santa Clara County,CA,900 Golden Wheel Park Dr #159,1.0,1.0,220000,600.0,8884.478927203065,1967,95112,,,0.77,North Valley,Timmy Le,,,1967,
